no , text , class
2016009386A , 透過 ダミー 電材 重心 センサー 光 母 視認 導 モアレ 該 金属 図形 砂 平面 網目 ボロノイ 頂点 多角 パターン , G06F
2016009392A , 別 端末 手順 複数 アプリケーション 少ない 識別 配信 技術 グループ 1つ ネットワーク 接続 クライアント サーバ 情報 比較 同様 ステップ , G06F
2016009393A , 表面 粗い 書く 以下 デジタイザー m 入力 μ 凹凸 手書き 基板 算術 ra sm 細い ディスプレイ スタイラス 平均 ガラス ペン , G06F
2016009395A , 文字 辞書 ドット 幅 重心 登録 見つかる ラベル 文書 ファイル パターンマッチング ベクトル 検索 座標 一致 描画 縦横 ファイルサイズ 画像 フォント , G06F
2016009396A , 反射 タイミング 定める 境界 出射 光源 一光 検出 指示 座標 二光 少ない 進入 簡素 入力 走査 正確 一方向 ラスタ 空間 , G06F
2016009398A , オブジェクト 表示 禁止 処理 位置 画面 否 発する ある カーソル 判断 判定 領域 情報処理 許否 操作 警告 情報 受付ける 設定 , G06F
2016009400A , 分析 既知 短縮 要する 期間 検証 kvm 検出 通信 スイッチ 行う 命令 間 正常 処理 サーバ テーブル 異常 復旧 互換 , G06F
2016009403A , 関わる 端末 定義 用いる 記憶 導入 検出 ソフト バージョン 図る インベントリ 判定 ウィルス 取得 履歴 適正 生成 情報 装置 マスタ , G06F
2016009404A , 表示 損なう 表す 系列 データ タッチパネル 複数 検出 指示 s 停止 斜め ディスプレイ 操作 ユーザ 指先 ターゲット フリック , G06F
2016009405A , 集中 解析 コード 数値 データ 部分 検出 静的 結果 文書 攻撃 所定 ファイル 入力 出力 度合 取り出す 評価 前記 列 , G06F
2016009406A , 加味 系統 過程 瞬時 最大 並列 内部 最適 更新 スレッド 仕分け スパースタブロー 定式 処理 時間 モード 求 解析 iii d , G06F
2016009408A , 電極 入力 容量 古い タッチパネル タッチセンサ 静 新しい 加速度 マルチタッチ 方 有る 判定 計測 シングル タッチ 方式 振動 認識 閾 , G06F
2016009409A , バッファ クロック バス 読み出し 入出力 情報 媒体 書き込み 信号 蓄積 元 低減 決定 バスク 周波 速度 記憶 測定 周波数 無駄 , G06F
2016009410A , 汎用 機能 項目 対応 プリンター 情報 ドライバー ユーザー 能力 混在 利用 ン 理解 可否 アイコ 取得 差異 デバイス 難しい 設定 , G06F
2016009411A , 完了 断片 モード 程度 データ 定値 測定 メモリ 媒体 書き込み 記憶 前記 適用 領域 記録 防ぐ ストリーム 部分 書き込む 最初 , G06F
2016009413A , 抑止 リソース b 情報処理 割り当て 予備 割り当てる c マイグレーション 冗長 システム 装置 負荷 処理 マシン 所定 対象 仮想 情報 監視 , G06F
2016009414A , 表示 強度 起因 時 駆動 要因 検出 タッチパネル 接触 センサユニット 種々 センサ パネル 色 近接 補正 信号 赤外線 起点 閾 , G06F
2016009415A , 推定 登録 解析 用語 入力 共起 複合語 文章 隣接 文書 抽出 辞書 単語 判定 推測 未知 リスク 名詞 ルール 複合 , G06F
2016009417A , 情報 文字 以上 要約 作成 データ 評価 出力 位置 イメージ 結果 文書 内容 メタデータ 入力 箇所 受け付ける 処理 記憶 前記 , G06F
2016009418A , 位置 文字 以上 処理 情報 データ 評価 出力 出来る イメージ 結果 文書 メタデータ 入力 箇所 共有 受け付ける 活用 記憶 前記 , G06F
2016009419A , 端子 積層 保護 構造 下層 コンタクト 抵抗 併せ持つ 絶縁 露出 ホール 底面 表面 タッチパネル 上層 層間 導 側面 膜 配線 , G06F
2016009420A , 表示 機能 項目 情報処理 配置 複数 記憶 タッチパネル 各々 目的 画面 示す 位置 受け付ける 所望 順番 順序 情報 ヘルプ 設定 , G06F
2016009421A , アクション セキュリティ 態様 属性 関連 含める 情報 テーブル 期間 変化 的確 基点 設定 ユーザセキュリティレベル 履歴 ユーザ 記憶 算出 コンピュータ レベル , G06F
2016009423A , 前回 情報処理 解消 データ 少ない リ エラー 更新 具合 特定 ユニット 処理 なる トライ 容易 バッチ 情報 不具合 トランザクション 原因 , G06F
2016009424A , 状況 配慮 端末 個々 協調 全体 習熟 効率 繋がる 意欲 進む 装置 あげる 推測 動的 ガイドアプリ 操作 サーバ 支援 プレイヤ , G06F
2016009425A , 分割 仮想 クエリ データ 記憶 評価 条件下 投稿 生成 スキーマ 利用 実行 原型 処理 情報 条件 サーバ ソース データセット 修正 , G06F
2016009426A , トレンド 重要 考慮 在庫 期間 基づく 発言 ソーシャル 指標 算出 店舗 商品 注目 示す スコア キーワード 売上 ソーシャルメディアデータ ソーシャルメディア 双方 , G06F
2016009428A , テキスト 辞書 コスト 形態素 掛かる 負担 正解 修正 最適 最小 結果 取る 保つ 単位 軽減 入力 解析 比較 ルール ユーザ , G06F
2016009430A , 否 学習 シーン データ 時刻 解説 当該 付加 音声 映像 ラベル 抽出 発話 単語 信号 番組 対応 識別 認識 区間 , G06F
2016009435A , 表示 制御 スライド 指 媒体 情報 タッチパネル 接触 指示 バー 解除 可能 近接 情報処理 基づく 記録 形成 画像 gui 設定 , G06F
2016009436A , 表示 直感 情報処理 指 変更 高める タッチパネル 検出 指示 基づく 制御 可能 構成 優先 重ねる 距離 ウィンドウ 近接 操作 cpu , G06F
2016009441A , 行う グローブタッチ 電話 携帯 モード 遠い 指 円滑 制御 機器 検出 タッチ 電子 通常 感度 ディスプレイ 操作 電話機 設定 , G06F
2016009442A , 行う グローブタッチ 電話 携帯 遠い 指 制御 見る 応じる タッチパネル 検出 タッチ 処理 感度 ディスプレイ 操作 適正 做 電話機 受け付ける , G06F
2016009444A , 呈示 ロック 接触 電子 個々 指 データ 制御 記憶 取得 検出 セキュリティ 触感 強化 直前 一致 機器 解除 指紋 照合 , G06F
2016009449A , 呈示 変換 係 異なる 改善 スライド アクチュエータ 触感 パネル 変位 方向 合し , G06F
2016009450A , 受ける 投稿 端末 公開 商品 自社 閲覧 購入 サービス 自身 操作 情報 , G06F
2016009452A , 交差 信号 電極 出力 サイズ 該 容量 複数 ホスト 入力 機器 静 パターン 情報 求める レベル , G06F
2016009454A , 行う 一連 スクリプト 工程 複数 回数 少ない 媒体 ユーザー 搬 ソフトウェア うち 起動 実行 判定 処理 対象 認証 作業 最初 , G06F
2016009455A , 以前 算出 管理 該 夫 読み出す 変動 マネジメント センサ 複数 システム 読出し 読み取り 読み取る 接続 判定 大きい コントローラ 監視 閾 , G06F
2016009456A , 受ける 主体 電子 スマート 管理 システム 入力 家族 フォン s 行動 検索 ログ 誰か 機器 キー メッセージ コミュニケーション サーバ ステップ , G06F
2016009457A , 組み合わせる ブロック 自然 先頭 書く 論理 データ マージ メモリ 使用 以下 nand ページ 割り当てる x 順番 フラッシュ 書き込む アドレス 物理 , G06F
2016009458A , ポリマー 作成 材料 粒子 工程 フィラーモデル 定める ポリマーモデル モデル 仮想 隣接 s 定義 体積 相当 高分子 配置 空間 コンピュータ ポテンシャル , G06F
2016009459A , 類似 端末 決める 購入 示す 提示 画像 ドメイン 商品 起動 サービス 検索 候補 伝送 アプリケーション 使う 取り出す 情報 撮影 ユーザ , G06F
2016009460A , 送信 yes 蓄積 端末 トランスミッタ 管理 着用 データ 同期 算出 s サービス 衣類 データベース 時間 履歴 サーバ 情報 ハンガー センシング , G06F
2016009461A , 表示 アクセサリ 端末 処理 イヤホンジャック provider m 姿勢 コンテンツ イヤホンプラグ s 検知 識別子 取得 機器 フラグ 多様 cp id contents , G06F
2016009462A , 素 容量 データ 制御 コンデンサ 初期 静 基づく 更新 変化 導 有無 有る 判定 示す タッチ 操作 基準 異物 設定 , G06F
2016009463A , 外来 容量 データ とき コンデンサ 接触 検出 影響 変化 静 ノイズ 判定 入力 異なる タッチ 操作 極性 的確 考慮 人体 , G06F
2016009464A , 容量 電極 格子 コンデンサ タッチパネル 交点 静 基づく センサパターン センサ 寄生 判定 入力 取得 タッチ 操作 基準 変化 コントローラ 駆動 , G06F
2016009466A , 登録 リソース 要求 処理 web 情報 認可 配下 前記 連携 サーバー 動的 セキュア 情報処理 クライアント サービス 認証 デバイス アクセス 同様 , G06F
2016009469A , 送信 トーク 要求 端末 受信 トー 漏えい 必要 アクセストークン 応じる 通信 影響 生成 ン 判定 認証 クライアント 発行 情報 アクセス , G06F
2016009471A , パッケージ ドライバパッケージ 要求 配信 処理 環境 ip 取得 通信 更新 pc 関わる プログラム 情報処理 機器 介す 情報 インストール アドレス ネットワーク , G06F
2016009472A , パッケージ 送信 ドライバパッケージ 要求 配信 プログラム 管理 処理 権限 変更 更新 インストール pc ログイン 情報処理 取得 認証 弊害 情報 アカウント , G06F
2016009473A , 表示 ジョイスティック 変更 ドラッグ 端末 良い 使い勝手 制御 タッチパネル 接触 検出 疑似 指示 行う 越える 判断 位置 操作 キー 前記 , G06F
2016009475A , 交差 分布 入力 電極 出力 該 容量 複数 ホスト 傾き 信号 機器 静 パターン 求める レベル , G06F
2016009477A , タブレット 機能 スマート パネル ボタン クリック 使用 可能 フォン メニュー pc 右 採用 タッチ 操作 箇所 押下 , G06F
2016009482A , パッケージ アセンブリ 上 電気 電極 タッチスクリーン 蓋 下表 リード oled 基板 粘着 タッチパターン タッチ tft タッチアセンブリ スクリーン パッド 組み合わせる 配線 , G06F
2016009485A , タッチモード 含む 電極 印加 共通 期間 シールド アクティブ ディスプレイ 間 タッチセンサ ゲート 信号 タッチ 同期 感知 下記 方法 アクティブシールド ライン , G06F
2016009486A , vnic バッファ 込む パケット lsc コンテナ チェーン カットスルーメカニズム m rx カット ホスト サービス nic ネットワーク v 書 sdn 仮想 スルー , G06F
2016009489A , 起こる バースト プロシージャ テスティング 傾向 テスト 不定期 イン トランザクション ビルト ストール ロケーション 処理 回路 セルフ 対象 不定 メモリ 予約 リクエスト , G06F
2016009490A , 周辺 効率 幅 プロトコル 専用 メディア インタフェース 通信 プロセッサ inth 帯域 p 作動 per 適合 ハードウェア 物理 proc ビッグ 標準 , G06F
2016009491A , 業者 非線形 解 シミュレーション 値 作成 既知 置き換える 入出力 プロセッサ アナログ 伝達 特定 関数 線形 回路 未知 部品 プロファイル リスト , G06F
2016009492A , 分子 動作 応答 ビット 条件 バイナリ 正 結果 n 命令 シグナリング 特定 構成 入力 回路 累乗 除算 バイパス 生成 分母 , G06F
2016009495A , 確認 応答 解消 ヒューマン 曖昧 イベント インタフェース 関連 検出 生成 相関 s 実行 マシン 再生 ユーザ 意図 要素 デバイス コマンド , G06F
2016009497A , 交差 応答 時 モード 駆動 電極 印加 タッチパネル 各々 発明 係る パルス 信号 タッチ 感知 分離 前記 , G06F
2016009498A , 逆数 電器 電源 上記 期間 管理 電力 検出 rcv マイクロプロセッサ 連接 スイッチ 電流 該 ユニット 供給 計時 cp 異常 ocv , G06F
2016009499A , ストラクチャ 重大 プリント 障害 組み入れる 管理 アウトオブバンド インターフェース 対策 回路 基板 適用 リンク インフラ フォールバック 接続 相互 リスト 削除 適応 , G06F
2016009502A , 公衆 社会 インターフェース 周囲 グラフィックユーザインターフェース 関連 経路 危険 レンダリング 種々 センサ グラフィック メタデータ 当該 上記 健康 安全 情報 役立てる 状態 , G06F
2016009503A , 表示 セキュリティ 受け入れる レベル 全体 送る 必要 実施 ペア 2つ トレーシング 両方 リング ステップ デバイス トレース パターン , G06F
2016009689A , 外面 離 発光 電極 生じる 設ける 樹脂 間 撓る スペーサー 損傷 基板 距離 実装 部品 巻く 前記 , H01L
2016009690A , 反射 付ける 面 付与 発光 工程 ダメージ 粘着 樹脂 電極 特性 撓る 基板 製造 準備 実装 部品 方法 貼る 配線 , H01L
2016009691A , 絶縁 電荷 感度 電磁波 膜 コンタクト 設ける 下部 読 収集 n 電離 素子 領域 回路 電気 型 p 局在 量子 , H01L
2016009692A , a フローティング 不揮発 b 電荷 変動 cc コンタクト メモリ 配線 集まる 収集 停留 揮発 ゲート フローティングゲート セル 可動 閾 高速 , H01L
2016009695A , 半導体 レーザー 吹き付ける なす 冷却 上昇 発明 一般 新た 基板 主面 炭化 断熱 側 処理 活性 一方 珪素 アニール 追加 , H01L
2016009696A , 半導体 封 変換 止 追従 電極 光 設ける 下部 機能 透 密着 凹凸 形状 上部 毛羽 表面 成る 反対 具備 , H01L
2016009697A , スイッチング 層 swn 多層 h 閉ループ モジュール l 寄生 接続 それぞれ チップ 中間 直列 コンデンサ swp 挟む インダクタンス 電位 配線 , H01L
2016009698A , ジル 保護 表す シリル 樹脂 r 重合 一般 硬化 素子 置換 lcd スルホニウム ベン 昇華 酸 求 基 膜 組成 , H01L
2016009699A , 反射 球 鏡面 発光 ダイオード 光 かかわる ホルダ ライトセンサ 集中 センサチップ うち 照射 台座 フィルタ 殻 反対 レンズ 見える 半球 , H01L
2016009702A , 半導体 ru 形 na rb グラフェン アモルファス ca mo n グラファイト 含む 領域 中間 sr ダイヤモンド 炭化物 部分 前記 zr , H01L
2016009703A , 水分 洗浄 吸収 短縮 工程 方法 接触 目的 布 図る 表面 洗浄液 除去 ポリビニルアルコール シリコンウェハ 上記 用いる 乾燥 吸水 織る , H01L
2016009706A , 半導体 連なる 至る 電極 工程 歩留まり 溝 個 オーミック 反り 基板 主面 エピタキシャル 該 研削 形成 切断 デバイス アニール 側壁 , H01L
2016009709A , 半導体 要素 機能 所要 マスク 一つ 実現 制御 接続 開閉 複数 sw スイッチ 素子 回路 実装 経路 前記 遮断 配線 , H01L
2016009711A , プラズマ 高周波 電源 内 天 導入 設置 母 ステージ 置 シャワー スペーサー 載る 処理 周波 プレート 金属 電力 接地 汚染 , H01L
2016009712A , 半導体 開口 ショット 電極 埋る コンタクト 避ける n 埋め込む 主面 炭化 耐圧 領域 還流 ボディ ソース 珪素 集積 ドリフト op , H01L
2016009713A , 気圧 加熱 付ける b 付く 電極 低い 粘着 圧力 炭化 接す 主面 割れる 基板 研削 表面 準備 珪素 貼る テープ , H01L
2016009714A , 主面 半導体 ガード 内部 不純 jt 酸化 ir ピーク 濃度 炭化 p 不純物 破壊 領域 離れる 囲む 二酸化 珪素 注入 , H01L
2016009715A , 内蔵 チャック 記載 背面 電極 下層 吸着 介在 置 上層 載る 配線 静 対象 反対 トレイ 十分 前記 電位 基体 , H01L
2016009716A , 半導体 要素 接触 構造 上記 井戸 単位 insbxas gasb 多重 inas 受光 主面 性状 asba なる x nm 値 量子 , H01L
2016009717A , 生じる ブロック 時 系列 スケジュール 作成 制御 データ sp 効率 図る 基板 内容 負荷 処理 時間 準備 配置 集中 規定 , H01L
2016009718A , シート 絶縁 配置 耐熱 下面 外部 半導体 樹脂 空気抜き 底面 塞ぐ b 耐食性 孔 回路 凹 貫通 端子 上面 注入 , H01L
2016009719A , 半導体 遮光 液晶 遮る 電極 確保 チャネル 入射 リーク 配置 品位 光 電流 画素 薄膜トランジスタ ゲート 表示 対向 反対 領域 , H01L
2016009720A , プラズマ 推定 条件下 異常 ずれ データ 含有 条件 収集 前記 成 高周波 とき プロセス 処理 フッ素 基準 変化 膜 メンテナンス , H01L
2016009722A , アルコキシ サブフタロシアニン アミ ヘテロ ヒドロキシ 撮像 しく アルキルアミン 変換 アリールアミン 置換 アリールチオ 1つ アルキルチオ r チオール 基 アリールオキシ 膜 ハロゲン , H01L
2016009723A , シート 加 電池 樹脂 薄型 圧 積層 加工 引き延ばす 薄い 薄肉 圧力 モジュール 破損 加熱 クラック 太陽 はかる 歩留まり 先立つ , H01L
2016009724A , 増大 制御 ld 排気 対応 切替 経路 膜 2つ 成 生産 ユニット 供給 処理 つける 切り替える バッチ 生成 タクト ガス , H01L
2016009726A , 短い 一定 長い 発光 中心 並べる 手 短 裏面 ずれる 倒れる 起こす 素子 本体 傾く 方向 一方向 脚 , H01L
2016009727A , 渡す ipa ガス 奇 吐出 位置 ずらす 偶数 方向 配列 基板 保持 とき 表面 促進 バッチ 調整 乾燥 向く パターン , H01L
2016009728A , 半導体 有す 直線 電極 跨る 外周 コンタクト 下 改善 裏面 スイッチング 耐 p 基板 面積 領域 コーナー 表面 比率 露出 , H01L
2016009729A , 浸る 貯留 複数 吐出 位置 起立 漬 高い 水平 うち 配列 基板 グループ 空ける 処理 均一 ノズル 保持 姿勢 ピッチ , H01L
2016009730A , 半導体 機能 面 工程 十分 上側 対向 濃度 膜 基板 不純 加熱 不純物 除去 処理 備 捕獲 前記 重金属 , H01L
2016009732A , 補償 比率 led 発光 ダイオード 微小 フォトトダイオード フォト 出力 dc 受光 光 電流 成分 対象 pd フォトリフレクタ 減算 振動 放射 , H01L
2016009733A , プラズマ 容器 ウエハ 電源 真空 載せる 内部 配置 整合 周波数 負荷 減圧 供給 処理 出力 周波 インピーダンス 再現 前記 電界 , H01L
2016009737A , ハロゲン 電池 質 スプレー 太陽 化合 輸送 アルキルアミン 一般 ホール α y γ β 製造 多孔 x 表す ペロブスカイト 前記 , H01L
2016009738A , 半導体 積層 マスク 加工 複数 スリット ライン ドライ 形状 囲む 閉じる くし エッチング 膜 パターン , H01L
2016009739A , 色 拡散 解析 電荷 技術 入射 波長 側 印加 量 変化 適用 素子 発生 電圧 ゲート 表面 分光 捕獲 深い , H01L
2016009742A , 行う バッファ 空間 ヘッド 十分 シャワーヘッドバッファ 行える 隣接 シャワー 良好 基板 活性 供給 処理 挟む 貫通 分散 ガス 並行 クリーニング , H01L
2016009743A , 半導体 絶縁 不揮発 膜 それぞれ 電極 積層 チャネル 設ける バックゲートトランジスタ 間 一部分 シリサイド 揮発 ゲート 地層 ボディ 交互 前記 含有 , H01L
2016009744A , 汚染 掘る 侵食 電子 測る マスク 反射 多層 ビーム 保護 露光 導 漏れ 帯電 込む ブランク 起こす 厚 膜 側壁 , H01L
2016009745A , 縁 絶縁 樹脂 抑制 薄い 材料 設ける 平面 露出 信頼 凹凸 基板 形成 留まる 減る 電子 部品 過程 膜 配線 , H01L
2016009746A , 絶縁 面 半田 裏面 樹脂 リード 一方 高い 金属 ダイパッド 形成 除去 代替 パターン 表面 他方 パッド 基 フレーム 配線 , H01L
2016009747A , 半導体 ダイボンディングペースト コスト 増加 剥離 直下 樹脂 接着 膨張 ダイパッド チップ 吸湿 逃げる 水分 ガラエポ 熱 基 反り 上面 係数 , H01L
2016009748A , 開口 高周波 線路 ばらつき マスク ばらつく 基本 方法 レジスト 露光 現像 誘電 形成 高調 感光 回路 周波 表面 前記 製造 , H01L
2016009749A , 半導体 積層 面 発光 電極 樹脂 半田 一方 露出 金属 p 這う 溶融 上がる 接続 実装 n 素子 上面 内部 , H01L
2016009750A , 倍率 面 基部 周囲 当該 中央 インプリントモールド 凹 凹凸 b 存在 略 体積 平面 微細 所望 基 窪む 超える パターン , H01L
2016009751A , リアルタイム 観察 移動 加工 顕微 介在 ライン 受光 ブレード スループット 顕微鏡 ダイシング w カーフチェック 表面 沿う テーブル 全て 方向 ワーク , H01L
2016009752A , 撓む チャック 面 発光 光 成る 吸着 テーブル 裏面 均一 長期 材料 通路 1つ 対象 多孔 照明 空気 部材 吸引 , H01L
2016009754A , 残部 変換 含む 電極 硫黄 cse vi 元素 m 濃度 iii セレン 光 雰囲気 皮膜 部位 cs 方 原子 平均 , H01L
2016009755A , 半導体 高水準 変換 電荷 転送 電極 領域 pn 濃度 高い 降下 不純 不純物 保持 ゲート jfet 接合 電界 光 ポテンシャル , H01L
2016009757A , 予定 機能 格子 加工 波長 分割 アブレーション 区画 レーザー光線 繰り返し ライン 表面 パルス 加熱 領域 赤外線 周波 沿う 周波数 ウエーハ , H01L
2016009758A , 積層 y g 圧 誘電 セラミックス ca 整数 xoy 前記 繰り返す 形成 強 比率 zro x n 膜 zr 回 , H01L
2016009759A , a アミド シリコンウェーハ 有機 mb 化合 含有 m 次 ポリマー 分子 研磨 鎖 単 凝集 基 b ヘイズ 組成 表わす , H01L
2016009760A , 変換 電荷 接合 ノイズ 撮像 光 トランジスタ 応じる 素子 生成 取り込む 分離 画素 領域 信号 出力 双方 電界 pn 固体 , H01L
2016009761A , 半導体 透過 変換 伝導 発光 透明 放熱 部材 色 接着 発する 熱 モジュール 素子 厚み 新た μ 光波 波長 伝達 , H01L
2016009762A , 半導体 価 ソース 上方 電極 チャネル 下端 リーク 位 シリコン 伝導 基板 不純 不純物 ドレイン 供給 キャリア ev 含有 ゲート , H01L
2016009765A , 半導体 汎用 bg 電気 それぞれ 搭載 ea dd 接続 リード ランド dc ライン ボンディング cb 準備 バイパス eb da ca , H01L
2016009766A , 気圧 制御 モールド 歪み 変動 変更 前記 供給 プリント 抑える パターン イン ガス , H01L
2016009767A , ショット 格子 転写 投影 位置 検出 ライン 結果 求める 有利 基板 領域 露光 原版 介す 光学 情報 前記 マーク 合わせる , H01L
2016009768A , a 実現 位置決め 撮像 吐出 対向 正確 スピン 軽減 装着 見る ティーチング スケール 治 作業 ため ベース , H01L
2016009771A , 下面 小型 他端 多層 放熱 本体 中 一端 金属 基板 素子 該 つながる 固定 パターン パッド 端子 好適 上面 直下 , H01L
2016009772A , 半導体 c バンド 電荷 固定 関係 欠陥 mos 条件 特性 フラット 基板 電圧 領域 密度 v 対象 わかる 評価 求める , H01L
2016009773A , 加える 刃先 結晶 工程 クラック cl 押し付ける ライン ガラス 基板 主面 s fc 変位 表面 形成 切り 応力 sf 分断 , H01L
2016009774A , アノード dio 電荷 ダイオード 電極 抜ける トランジスタ de tr ge pa ドレイン カソード 接続 蓄積 電気 パッド ソース se sd , H01L
2016009776A , 流 c 発熱 接する 樹脂 少ない 金属 冷却 冷媒 表面 点数 軽量 部品 部材 , H01L
2016009777A , 半導体 絶縁 変換 面 電荷 撮像 光 トランジスタ 適用 暗い 素子 基板 保持 ゲート 外 開示 底面 形成 反対 固体 , H01L
2016009779A , 想定 変換 高温 電気 回避 発明 もの 目的 モジュール 片方 熱 故障 導通 端 システム 発電 達成 配線 部材 空隙 , H01L
2016009780A , 管 変換 耐熱 充填 電極 外周 直列 材料 目的 モジュール めっき 一端 熱 素子 基板 両端 金属 スペーサ , H01L
2016009781A , el ild 電極 絶縁 膜 h トランジスタ 下端 c nf μ tr m キャパシタンス 孔 接続 キャパシタ cp 溶出 層間 , H01L
2016009782A , 半導体 絶縁 銅 上方 工程 溝 接する エッチング 膜 ヒューズ 形成 覆う 底 切断 導 側面 前記 パターン , H01L
2016009783A , 封 気密 他面 止 粒子 電極 工程 内部 経る 貼付 前記 ナノ 基板 温度 孔 研磨 貫通 導 ガラス 基体 , H01L
2016009784A , 半導体 溜まる 堆積 ダイシングブレード オリ 工程 キュア ポジ 摩耗 露光 前記 基板 フラ パッシベーション 感光 形成 残存 デバイス 膜 エッジリンス , H01L
2016009786A , 一時 着 ウェーハ 渡 受 移動 搬送 停止 フレーム 補給 収容 補充 保持 2つ 隣り合わせる リング テーブル 接近 貼る テープ , H01L
2016009787A , 封 止 維持 薄膜 断熱 介 曝す モジュール n 熱 p 素子 冷却 外側 囲う 受 発電 装 高熱 板 , H01L
2016009788A , 半導体 交差 セル 在す ビット 複数 在 メモリ 下部 素子 埋設 寄生 分離 活性 領域 延 方向 ワード 溝 囲む , H01L
2016009789A , 半導体 寄与 層 工程 逆 並ぶ マスクパターン 露光 微細 マスク 形成 製造 在 方向 ピッチ 基準 突き出る 部分 膜 パターン , H01L
2016009791A , 半導体 絶縁 到達 電極 十分 膜 コンタクト エッチング ホール ドレイン 領域 貫通 ソース 酸化 層間 , H01L
2016009794A , 半導体 アショットキーダイオード y ジャンク 四角形 ション 接合 千鳥 間隔 ジャンクションバリアショットキーダイオード 電流 形成 領域 列 方向 x 導 pn 前記 寸法 , H01L
2016009795A , 半導体 交差 c 長い 傾斜 並ぶ 広がる 化物 実施 形態 垂直 よる 窒 領域 平行 方向 軸 生産 前記 , H01L
2016009796A , 容器 関わる 等間隔 加熱 サイズ ポート 平行 支持 置 載る 基板 ユニット マイクロ 均一 伝送 下方 照射 放射 板 発生 , H01L
2016009797A , 推定 面 基部 プリント 情報 位置 インプリントモールド イン 求める 凹凸 b 形成 体積 保証 微細 変形 窪む 転写 精度 パターン , H01L
2016009798A , 予定 離散 接触 濡れる 広がり 広がる 領域 樹脂 濡れ イン 基板 凹凸 インプリントモールド 液 滴 プリント 供給 微細 転写 パターン , H01L
2016009800A , 面 塗布 作成 工程 測定 加熱 レジスト 前記 s 分布 処理 前後 感度 厚 評価 膜 適切 マップ , H01L
2016009801A , 生ずる 絶縁 サイド cpl 工程 ウォール エッチング シリコン 埋設 膜 h2 形成 t シリンダー 酸化 キャパシタ ホール 溝 層間 ポリ , H01L
2016009803A , 太陽 拡散 結晶 工程 テクスチャー 型 ランニング 窒 シリコン n 熱 p 基板 形成 片面 気 安価 得る 酸化 膜 , H01L
2016009804A , 半導体 イオン 電極 工程 エッチング 一部 上 下端 マスクパターン 堆積 密着 マスク 基板 形成 ゲート 覆う 上端 側面 膜 注入 , H01L
2016009805A , 含む 結晶 工程 電極 用いる 膜 臭素 シリコン 原子 密着 形成 ゲート 処理 フッ素 塩素 オーバー ガス エッチング 堆積 側壁 , H01L
2016009806A , 交差 書き込み 延びる 磁性 電極 柱状 並ぶ メモリ 接続 端 中空 方向 素子 接す 磁気 シフトレジスタ 記録 再生 磁区 読み出し , H01L
2016009807A , 集中 両者 オフセット ldd 推進 抵抗 型 緩和 濃度 n q p misfet 領域 ウェル 微細 キャリア ホット オーバーラップ 電界 , H01L
2016009808A , きい 局所 チャネルストッパ p 抑制 チャネル オフセット 下部 素子 端 推進 しく 分離 misfet 領域 達す 電圧 上昇 溝 耐圧 , H01L
2016009811A , 容器 接触 シール 真空 実現 方法 合金 溶融 バリア 均一 形成 防止 反応 上 接合 部品 酸化 膜 ステップ , H01L
2016009812A , 適す 着 ウェーハ 環状 移動 撮像 設 着用 フレーム 配 水平 直交 保持 対面 一方向 囲む 機構 貼る テープ 吸引 , H01L
2016009813A , トーク 変換 コスト バラツキ フィルタ カラー 光 入射 増加 画素 受光 色 同色 隣接 感度 電荷 クロス 固体 撮像 隔壁 , H01L
2016009814A , 封 半導体 コンプレッション フェノール 硬化 カチオン 薄い 樹脂 シート 素子 散剤 成形 良好 止 エポキシ 高分子 取り扱い 用いる 止す 必須 , H01L
2016009815A , 半導体 存在 関係 工程 埋る トレンチ 条件下 濃度 膜 埋め込む 成 抑える 勾配 増加 速度 トリクロロシランガス ボイド ガス 込 製造 , H01L
2016009817A , 半導体 アノード b 発光 電極 ムラ 並ぶ n 互い p 配列 活性 領域 d 上 露出 方向 カソード , H01L
2016009818A , 制御 diwclc 洗浄 形態 実施 装置 b 広い 重複 流量 clc 可能 構成 薬液 供給 係る diw 範囲 一部 交換 , H01L
2016009819A , 半導体 絶縁 e 接合 電極 同一 接続 裏面 パワー 素子 モジュール ランド 基板 領域 突起 向う 表面 小型 以外 生産 , H01L
2016009820A , 放熱 垂直 放出 流入 水冷 上段 経路 接する ヒートシンク あける 中段 受 冷却 冷媒 帰還 接続 下段 フィン 凝縮 メンテナンス , H01L
2016009822A , 準拠 エキスパンド ダイシングフィルム 試験 積層 粘着 樹脂 切削 屑 ダイシング jis タック プローブタック フィルム 復元 基 アクリル 含有 z ベース , H01L
2016009823A , 分類 有す 要求 発光 工程 複数 歩留まり 用いる 各々 蛍光 有する 係る 素子 b 形成 製造 所望 態様 範囲 よい , H01L
2016009824A , 陽極 材料 発光 有機 環 インドロカルバゾール 陰極 実用 3つ ドーパント 化合 素子 ホスト 有用 1つ インド ロカルバゾール カルボラン 選ぶ 電界 , H01L
2016009825A , 絶縁 保護 ダイオード 電極 チャネル オフ トランジスタ シリコン 電流 素子 形成 ゲート リーク 区画 領域 近接 分離 膜 電位 t , H01L
2016009826A , 遮光 態様 かかる 反射 評価 設ける 上 検査 受光 膜 基板 素子 画素 領域 防止 撮像 モニタ レンズ 平坦 パターン , H01L
2016009828A , 流 簡素 c 流通 流入 薄型 製作 設置 発する 発熱 熱 素子 冷却 冷媒 外面 沸騰 凝縮 スペース 蒸気 単純 , H01L
