no , text , class
2016024721A , トーク プラットフォーム 文書 来る クラ url パラメータ アクセストークン 本番 種別 サンド id 環境 サービス リクエスト ウド 組織 クラウドプラットフォームサービス 生成 テナント , G06F
2016024722A , 桁 パスワード 参照 要求 受信 登録 タイム 情報 ワンタイムパスワード 有効 バンキング インターネットバンキング データベース 合 認証 突合す ワン 突 トランザクション ユーザ , G06F
2016024725A , 動作 モード 技術 検証 変更 オン フラグ 実行 高速 場合 回路 ハードウェア 格納 設定 , G06F
2016024726A , 送信 次 装置 印刷 データ 連携 付加 形式 指示 指定 機種 実行 行なう 情報処理 他 態様 処理 情報 適切 反映 , G06F
2016024729A , 送信 装置 外部 デバイス 応じる 技術 サービス リクエスト サーバ 情報 設定 , G06F
2016024730A , 表示 機能 対応 属性 画面 url 記憶 ブラウザ 分類 メニュー 制限 ボタン 関連付ける ログイン 判定 ブック 情報 アクセス マーク ユーザ , G06F
2016024731A , 送信 web 問い合わせる 要求 情報処理 作成 確認 認可 管理 応答 コンテンツ 利用 装置 処理 アプリケーション 署名 サーバ 情報 検証 ライセンス , G06F
2016024734A , 表示 ずらす c 解消 端末 出来る 要件 指定 不快 変更 コンテンツ 全部 プログラム 誘 方向 観点 隠す 範囲 適度 断続 , G06F
2016024736A , 表示 円滑 項目 欄 該当 インターフェース 応じる 望ましい 画面 システム 特性 情報処理 取得 タイミング 処理 情報 アクセス 設定 , G06F
2016024738A , 結ぶ 誤る 容量 生じる 経路 切り替え 配置 検出 タッチセンサー スイッチ グラウンド 電流 自由 入力 静 導 デバイス 部材 端子 , G06F
2016024739A , 行う 類似 考慮 期間 データ 情報 取得 ユーザー 処理 算出 間 行動 注目 情報処理 他 時期 評価 特徴 用いる , G06F
2016024740A , 動作 表現 音楽 データ 置き換える 向き 位置 右腕 生成 p 離散 理解 譜面 情報 記録 各線 時期 パフォーマ 記号 sd , G06F
2016024741A , 際 変形 シミュレーション 溶接 自重 複数 s 形状 加味 パネル サブアッセンブリー 拘束 予測 場合 接合 治 部品 組立 算出 パネルサブアッセンブリー , G06F
2016024745A , 送信 包含 端末 双方向 受信 データ 制御 記憶 複数 基づく 生成 選定 特定 グループ 通信 共有 データ通信システム 情報 id 送受信 , G06F
2016024751A , 表示 狭い 倍率 スケーリング 変更 拡大 縮小 前後 基づく 検出 頭部 視認 動き 範囲 決定 エリア 画像 ユーザ , G06F
2016024752A , 空中 所望 投写 指 動かす 複数 ユーザー gui 検出 指示 重なる 動き 画面 配列 操作 方向 対象 視線 前記 , G06F
2016024753A , 送信 一元 要求 反映 以上 情報 管理 変更 ネットワーク 識別 利用 関連付ける 情報処理 機器 履歴 処理 記憶 前記 設定 , G06F
2016024754A , a シート 保護 折り畳む 入力 曲がる 支える 屈曲 配置 カバー c 重なる 右 曲 ハーネス 折 突出 向き 関わる 左 , G06F
2016024756A , シート a 折り畳む 装置 左側 発光 前面 斜め 状態 検出 閉じる s 上端 斜面 入力 内側 覆い 保持 挿入 読取る , G06F
2016024757A , 表示 液晶 直接 フォトリソ 方法 樹脂 タッチセンサー 導 パ 前記 損傷 ターニング 製造 表面 形成 その後 封入 エッチング 膜 組成 , G06F
2016024759A , テキスト 学習 類似 上記 文 コーパス ドメイン テンプレート 従う 生成 集める 置換 単語 列 技法 対象 為 言語 記号 分野 , G06F
2016024761A , 出し入れ 突出 接 周囲 周 ギア 外側 端 一方向 筐 電子 機構 内側 方向 軸 巻 バネ 部材 延びる ペン , G06F
2016024762A , 完了 発行 acquire 要求 情報処理 共有 データ ストア 保証 メモリ アク フェンス キャッシュ アクセス 命令 プロセッサ 大域 無効 ワイヤ リリース , G06F
2016024765A , 絞り込む 登録 機能 j 定義 作成 想定 対話 返す 回答 分類 コンテンツ 質問 内容 遷移 テーブル 情報 f コンピュータ ユーザ , G06F
2016024768A , 開口 短い 活用 固定 圧する ボタン クリック 設ける 離間 対向 支持 押下 逆 筐 基板 入力 距離 方向 部品 前記 , G06F
2016024771A , 送信 表示 対応付ける したがう 要する 共有 外部 情報 記録 前 保存 更新 日時 コンテンツ 画面 特定 機器 煩雑 記憶 比較 , G06F
2016024775A , ファームウェア モード 処理 受信 開始 仕組み 更新 外部 起動 情報処理 対象 情報 アップデート 適切 , G06F
2016024779A , 増大 繰り返す 読出し 処理 データ 回数 フラッシュ メモリ 達す nand 要求 判定 領域 情報処理 情報 削除 増やす 記憶 アクセス カウント , G06F
2016024781A , 周辺 動作 中央 モード 信号 dma 電力 無駄 複数 示す うち ユニット 1つ 処理 方 情報処理 対象 消費 管理 転送 , G06F
2016024784A , バグ 将来 変更 工程 前提 多い テスト 修正 見つける 機能 ソフトウェア クラスタリング 行列 近い 箇所 リビジョン 履歴 作成 ソース コード , G06F
2016024785A , 推定 所望 格納 類似 i 検出 当該 出力 着目 元 蓄積 u 決定 操作 ui ユーザ 部品 情報 ため 補助 , G06F
2016024786A , 登録 事象 解析 類似 まとめる データ 通知 異常 検出 エラー 過去 内容 エラーログ データベース アプリケーション 統合 パターン 記憶 ログパターン ログ , G06F
2016024787A , プログラム 配置 シミュレーション フィラーモデル 作成 任意 ポリマーモデル モデル st 正確 物質 領域 設定 条件 フィラー 解析 方法 特定 コンピュータ ステップ , G06F
2016024788A , 行う 変換 印刷 受信 データ 採用 不良 保存 ページ 場合 ラスター 描画 領域 処理 取得 動的 発明 設定 画像 フィルター , G06F
2016024789A , 表示 除く 重複 判断 同一 探索 複数 単一 検出 結果 画面 s 1つ プリンター プラグ yes イン 候補 , G06F
2016024790A , 運用 協調 台数 判断 状態 適正 管理 異常 増加 リソース 出力 正常 判定 分別 アラーム 対象 サーバ 稼働 分散 閾 , G06F
2016024794A , 開発 オブジェクト 指向 作成 データ フロー 落ちる 経験 プログラム 乏しい 読み書き 部品 定める , G06F
2016024795A , 表示 行う 過程 対応 受けつける データ 制御 遷移 切り替え 指定 範囲 スクロール 内容 離間 対象 支援 部分 把握 , G06F
2016024802A , 基本 完成 書き込み 格納 コード 入出力 初期 時間 インタフェース モジュール 識別子 ロード bios システム 判定 プログラム 回路 システムプログラム トリガ ソース , G06F
2016024803A , 制御 端末 入力 利便 提示 実行 応じる 通信 更新 指示 起動 サーバー ネットワーク プログラム アプリケーション ダウンロード 介す 前記 ため ユーザ , G06F
2016024804A , 空中 上記 用いる 利便 センサー タッチデバイス 情報 開示 位置 迅速 触れる 製品 コントローラー 面白い タッチメディア タッチ 操作 感知 スクリーン 1つ , G06F
2016024805A , フリー タッチモード インセルタッチ モード 駆動 複数 場合 もの データ ライン ディスプレイ マルチプレクサ ゲート 信号 出力 タッチ スキャン レベルシフター ロード イン , G06F
2016024806A , 表示 探知 位置 対話 問い合わせる 関心 見る エンジン 地点 引き起こす 不可視 目標 対象 実質 先行 アプリケーション 可視 問い合わせ 真 ユーザ , G06F
2016024807A , ため 実施 方法 端末 保証 位置 発明 プッシュ 形態 技術 推奨 軌道 一致 履歴 クライアント 以外 情報 信頼 キーワード ステップ , G06F
2016024810A , 乱数 クロック 発振 列 論理 制御 サンプリング 演算 帰還 回路 ランダム 線形 生成 交流 発生 信号 シフトレジスタ 符号 遅延 受信 , G06F
2016024811A , 情報 オンセルフテスト アウトプット オペレーティングシステム nic インターフェース コントローラ パワーオンセルフテスト 現状 bios システム ベーシックインプットアウトプットシステム ベーシック ネットワーク ネットワークインターフェースコントローラ 起動 インプット オペレーティング サーバ 設定 , G06F
2016024813A , センサー 雑音 容量 電極 電場 接続 タッチパネル 出力 検出 正弦 一端 等価 インダクタ 検知 既定 信号 回路 タッチ 増加 共振 , G06F
2016024814A , オブジェクト 発行 元 参照 配信 マニフェスト 構築 更新 コンテンツ 要求 差分 ネットワーク 部分 セット , G06F
2016024815A , 接頭 フェース 転送 オブジェクト ノード 候補 インターフェース 使用 発信 コンテンツ ccn 判定 名称 ネットワーク fib 戦略 最長 インタレスト 評価 辞 , G06F
2016024816A , ため 要求 送出 名前 通知 アウト マッチング コンテンツ タイム システム タイムアウトイベント 対処 マッチングコンテンツオブジェクト イベント メッセージ インタレスト デバイス 制作 潜在 示す , G06F
2016024817A , ソース ストレージ usb データ ファイルセグメントデータ マルチメディア 音声 フォーマット 具える セグメント 装置 ファイル 要請 フェイス ファイルフォーマットデータ 再生 仮想 古い 送受信 読み取る , G06F
2016024819A , オブジェクト コレクション 配布 データ スティング プレフィックス 無名 コンテンツ 名前 コンテンツセントリックネットワーク ccn レプリカサーバ クライアント coh ホ インタレスト マニフェスト コンテンツホスティングサービス レプリケーションシステム コンテンツレプリケーションシステム , G06F
2016024821A , 確認 アイドル 含む チェック 構成 メモリ 回路 実施 形態 命令 システム 実行 ルーチン 処理 アプリケーション 電子 デバイス 信頼 ため , G06F
2016024822A , 一緒 センサベース 複数 受信 データ 関連 検出 収集 センサ 満足 グループ 条件 管理 監視 ステップ , G06F
2016024823A , 一緒 応答 データ 検出 収集 センサ グループ 経験 入力 条件 閾 測定 監視 ステップ , G06F
2016024824A , 要因 存在 各々 アイテム 感覚 関係 複数 修正 倍率 計算 実施 表す 相対 関心 表現 関連 測定 規定 コンピュータ 値 , G06F
2016024825A , 接触 構造 電極 不導体 導 センサ 素材 形成 1つ 感知 膜 , G06F
2016024826A , 送信 入力 通信 関係付ける 触覚 検出 決定 プロセッサ マルチタッチ センサ タッチ 構成 タッチセンサ 効果 信号 出力 相互 起こる 作用 ユーザ , G06F
2016024829A , 終了 コンフィギュレーションユニット 部分 インターフェース 可能 基づく イネーブル デバッグ ロジック プログラミング 実行 プロセス ハードウェア 介す デバイス ため , G06F
2016024830A , 作動 対応 複数 圧 軽薄 出力 一つ 圧す 押 スイッチ 命令 回路 基板 ユニット トリガ キー キーキャップユニット キーボード キャップ 弾性 , G06F
2016025094A , パッケージ 属する 電子 環状 接合 ag 枠 機器 律 合金 小型 金属 b 更 ti 平面 デバイス 周期 cu ベース , H01L
2016025095A , 応答 アノード 拡散 バンド 吸収 電極 境界 上 ショート 受光 導 基板 窓 該 囲む カソード 接触 形成 ギャップ 早い , H01L
2016025097A , 連 輸送 フィン 固定 伝導 h 方面 ピン 熱 流体 液 ジャケット 本体 冷 区画 小型 流通 発熱 冷却 孔 , H01L
2016025098A , 流 下面 下流 ロウ 覆う 工程 発熱 用意 配置 付け 輸送 溶融 液 ジャケット 本体 冷 ヘッダー 上流 上面 製造 , H01L
2016025100A , 半導体 絶縁 電子 電極 順 他 端 信頼 前記 厚み ゲート 機器 厚 酸化 膜 1つ , H01L
2016025102A , 実施 電子 直線 接合 条件 印加 形態 利用 ボンディング 基板 高める 上記 音波 振動 部品 方法 信頼 , H01L
2016025103A , 容量 電子 切り替える 異なる 電極 切り替え 品質 ライン 基板 良好 電源 供給 gnd 接続 静 貫通 インピーダンス 部品 b 直径 , H01L
2016025104A , 円柱 ガード ショット ショットキーバリアダイオード 伸ばす 乏い 積 シリコン 等間隔 埋め込む p 電流 esd リング 深い 漏れ キーバリアダイオード 空 部分 耐圧 , H01L
2016025106A , esd 拡散 ショット ショットキーバリアダイオード 浮く 球形 電流 ガード 円柱 シリコン 等間隔 埋め込む p 伸ばす 乏い リング 深い 漏れ キーバリアダイオード 耐圧 , H01L
2016025107A , 半導体 絶縁 埋る bm 設ける al 露出 埋め込む 耐 il pd rc 凹 サイクル パッド 温度 込 貫通 op , H01L
2016025108A , 封 寄与 変換 止 吸収 到達 有機物 太陽 光 耐久 電池 有利 波長 領域 先だって 発電 セル 紫外線 前記 長い , H01L
2016025110A , 実装 ブロック 位置 発光 複数 走査 個 配置 端 間隔 所定 素子 n チップ マージン 方向 アレイ 基準 ずらす 自然 , H01L
2016025111A , 行う ケミカル ガス 工程 加工 ガスクラスター 残 渣 ガスケミカルエッチング パ 表面 ターニング 除去 異い 後 対象 残存 エッチング 膜 ステップ , H01L
2016025112A , 分割 レーザー 個々 工程 保護 換 レーザー光線 完全 裏面 照射 チップ 外傷 表面 保持 切断 吸引 溝 残す 板 ワーク , H01L
2016025114A , ネック ge 耐熱 以下 評価 以上 mm 選ぶ 元素 ボンディング ppm st 合計 質量 au レジンモールド 衝撃 配線 ワイヤ ボンド , H01L
2016025116A , 所定 液状 実施 接合 工程 外周 デバイス 一体化 裏面 固化 一体 厚み 研削 一致 表面 対面 ベース 破損 ウエーハ 被覆 , H01L
2016025119A , 封 太陽 保護 止 透明 膜 絶縁 pid モジュール 受光 前記 セル 電池 体積 表面 現象 積層 止す ガラス 樹脂 , H01L
2016025120A , a b 複数 薄肉 外部 部材 フレーム リード ピン 千鳥 数 ダイパッド 見る 増やす 先端 接続 内側 交互 インナー 端子 , H01L
2016025121A , bl インクジェット 傾斜 列 電極 撮像 ss 設 複数 配 外部 高密度 主面 素子 ひょうたん 接続 sa パターン 中継 配線 , H01L
2016025122A , ケイ素 太陽 変換 低下 電極 有機 張力 液体 含有 電池 輸送 表面張力 制限 添加 下部 隣接 バッファー フッ素 表面 上部 , H01L
2016025124A , 半導体 ダミー 電気 電極 トレンチ チャネル 配線 検査 主面 印加 基板 電圧 ゲート 接続 上層 エミッタ パッド ダミートレンチゲート 表層 耐圧 , H01L
2016025125A , 電子 基部 d 搬送 問う 配置 トレイ 支持 検査 解放 回収 箇所 ic 部品 デバイス 把持 , H01L
2016025126A , 挟む モールド 矩形 直線 それぞれ 複数 重ね 延長 イン 2つ スクライブ 基板 領域 プリント 平行 方向 取り囲む 辺 前記 パターン , H01L
2016025128A , 負 銃 電子 粒子 dac df アンプ ビーム 導入 ユニット オゾン 印加 兼ねる 描画 併せる 電圧 引き付ける 荷電 偏向 直流 , H01L
2016025132A , プラズマ レート 硫黄 カルボニル 重量 シリコン 混合 範囲 方法 エッチング ガス , H01L
2016025133A , クラッド 半導体 損なう バンド 吸収 エネルギー 向かい合う 光 上部 下部 ギャップ 接す 側 挾む コア バンドギャップエネルギー 高速 , H01L
2016025134A , 溶かす 実施 b 形態 係る 負担 レジスト 軽減 剥離 捕らえる 加熱 液 貯留 浄化 両方 捕獲 作業 , H01L
2016025135A , 半導体 反射 屈折 撮像 型 上 設ける 拡散 特性 n p 印加 変換 電圧 防止 良好 導 酸化 膜 固体 , H01L
2016025136A , ガリウム アロイング 砥 処理 ケイ素 メカノケミカル 作業場 品位 炭化 湿式 大幅 窒 成分 メカニカルアロイング 研磨 廃液 メカニカル ラッピング スラリー 性質 , H01L
2016025138A , 溶解 略 シュウ 関係 管理 相関 エッチング 送る 濃度 結果 導 補給 析出 補充 液 密度 一定 酸 測定 固体 , H01L
2016025140A , ずれ ブロック c 切り分け f 済 位置 切り分ける 成形 基板 補正 前後 うえ アライメントマーク 比較 設定 , H01L
2016025141A , 半導体 積層 ストッパ それぞれ 絶縁 設ける テラス 膜 複数 基板 金属 構成 信頼 接続 階段 上部 ホール 交互 ライナー 貫通 , H01L
2016025142A , 主成分 ni 自発 圧 o na m alxti 式 成 薄膜 見地 生態 公害 y x z ペロブスカイト 組成 分極 , H01L
2016025145A , 誤差 絞り込む プラズマ 作成 一番 試料 とき 早期 結果 小さい 帯域 短時間 波長 組合せ 予測 時間 処理 エッチング 算出 区間 , H01L
2016025146A , 反射 電子 発光 移動 搬送 出射 検出 l 受光 検査 スペース 載る 判断 回収 有無 簡単 ic 部品 デバイス 置 , H01L
2016025147A , 絶縁 電子 有機 歩留まり 両立 品質 製造 機器 延伸 開示 デバイス 設ける 配線 , H01L
2016025149A , 遮光 変換 面 複数 撮像 光 ml 透過 通過 結 うち 瞳 基板 射出 il マイクロ 焦点 固体 レンズ 配列 , H01L
2016025151A , a 着 排気 環状 工程 孔 f h 粘着 フレーム o 貼る 気道 t w 穿つ tb 転写 テープ ワーク , H01L
2016025154A , 半導体 封 止 比べる 用金 持ち上げる 部材 樹脂 リード 在す 流動 耐圧 突起 方向 実装 フレーム ワイヤ 直交 従来 注入 , H01L
2016025155A , 半導体 アノード 実施 漏れ ダイオード 電極 よる 設ける 接続 濃度 導 不純 分離 基板 電流 カソード 離間 形態 不純物 , H01L
2016025156A , 液状 リマ 水酸化物 砥 イオン キシアルキレンエーテル ポリオキシアルキレンエーテル 充分 ビス 珪素 窒 酸化 研磨 元素 媒体 速度 ポ 陽 ポリオ フェノール , H01L
2016025157A , 半導体 変換 各々 ビット 論理 うち 個 j m デコーダ n ヒューズ 同一 特性 場合 他 切断 再現 生成 k , H01L
2016025158A , 半導体 センサー vgs 電極 チャネル 応じる 電流 最低 薄膜 ホール 感度 許容 印加 電界 電圧 ゲート v ドレイン ソース 磁場 , H01L
2016025159A , パッケージ 半導体 電源 電気 グランド 電力 面 バス 搭載 構造 含む 基板 チップ 対向 プリント 接続 端子 経路 リッド 配線 , H01L
2016025160A , 開口 反射 除く led 発光 銀 多層 波長 露出 金属 光 基板 固定 回路 積層 実装 膜 , H01L
2016025161A , スイッチング 有す 面 直線 一直線 放熱 荷重 搭載 印加 支持 素子 b 半導体 支点 点 接 弾性 押 作用 圧力 , H01L
2016025164A , 遮光 ウエハ 材料 撮像 アポダイゼーション カメラ 高価 モジュール ホール 形状 ピンホールカメラモジュール 効果 テーパ 使う 代わる 固体 レンズ 個 ウエハレベルカメラモジュール レベル , H01L
2016025165A , おく 自然 流れる 光 流る 揃える ライン ヒートシンク n 基板 y 照射 ユニット 冷媒 沿う 方向 x 直交 向き 個 , H01L
2016025166A , 封 相当 際 飛ぶ 済 個 使用 少ない 流量 小さい p 製品 ずれる 中間 条件 水圧 切断 テーブル 切削 囲む , H01L
2016025167A , 封 回転 刃 蓄積 済 吸着 下端 下降 切削 基板 止 既存 除去 残留 容易 切断 テーブル 溝 治 掃き出す , H01L
2016025168A , 動作 搬送 処理 関係 受け取る 移動 h 位置 支持 ハンド 目標 基板 ws 補正 w 取得 渡す 機構 基準 教示 , H01L
2016025170A , 太陽 誘導体 ハイブリッド 結晶 cl カチオン rmx 材料 v 一般 導 式 薄膜 構造 緻密 br ペリレン なる ペロブスカイト 無機 , H01L
2016025173A , 半導体 動作 常温 密度 移動 化合 リーク 上 積 チャネル 基板 キャリア バッファー v 障壁 所望 方 iii なる 温度 , H01L
2016025174A , 半導体 狭い 幅 持つ 異なる 絶縁 上 埋設 広い 基板 形成 構成 種類 物質 ボイド 積層 溝 膜 , H01L
2016025176A , 半導体 保護 v 化合 面積 リーク コレクタ inp bt 形成 上面 覆う コレクタメサ 過剰 平面 再現 iii 膜 無機 ベース , H01L
2016025177A , スイッチング 絶縁 関係 満たす トレンチ 接する 配置 下端 裏面 n p 素子 耐圧 底 ゲート 距離 表面 接す 膜 領域 , H01L
2016025178A , 半導体 イオン ドット 結晶 整合 格子 方位 規則 定数 作製 工程 znte チャンネル 作る 高密度 好ましい 注入 原子核 膜 量子 , H01L
2016025181A , 半導体 ハロゲン 表す 好ましい 移動 有機 式 原子 組成 アルキル 溶媒 r 優れる メチル 均一 シアノ 基 b 膜 ビニル , H01L
2016025182A , 短い 実施 長い 電極 増加 厚い 対向 配置 設計 用途 様々 離隔 適用 基板 距離 方向 貫通 形態 自由 近く , H01L
2016025183A , 硬度 電子 高温 満たす 放熱 蓋 樹脂 広い gpa 金属 モジュール 基板 覆う 回路 実装 部品 招く 信頼 上面 上方 , H01L
2016025186A , センサー チャンバー 出射 到達 光 設 石英 配 チャック 受光 フランジ 介す 投 透 磁力 領域 機構 昇降 部材 孔 , H01L
2016025187A , センサ 技術 配置 撮像 走査 適用 イメージセンサ 設計 水平 垂直 行列 変換 画素 側 方向 アレイ cmos 固体 , H01L
2016025188A , ウェーハ wb wa 研削 内部 質 分割 反る 裏面 表面 リング 保護 w 改 余剰 形成 溝 工程 テープ 割る , H01L
2016025190A , 流 変換 電子 別 隔てる 筐 電力 空気 ファン 吸気 排気 素子 冷却 所定 流す 過熱 部品 発熱 体内 空間 , H01L
2016025193A , フリー センサー e wtaw 圧 アコースティック セラミックス pzt 広帯域 mx プリアンプ 素子 naylizk a vzruhfv 固溶体 x 鉛 はじめ アコースティックエミッション , H01L
2016025194A , 半導体 下面 止 接合 材料 リード al ハードレジン 両面 モジュール 封 n チップ 上下 割れ 成る 介す z b 上面 , H01L
2016025195A , プラズマ 熱 チャンバー 化学 酸化 蒸着 シリコン バー sin チャン 自然 窒 アルコール 手法 水蒸気 cvd sio エッチング 膜 ガス , H01L
2016025196A , 半導体 クラッド 元素 工程 原料 ドーパントガス コンタクト 格子 上 後 族 p 窒 形成 供給 中間 化物 発光 iii ガス , H01L
2016025197A , 着 拡散 ユニット 沸点 防止 吐出 カバー 水平 バー 内面 保持 p 基板 薬液 水 w ノズル 平面 dr 吸引 , H01L
2016025198A , 封 半導体 モールド 両面 充填 下 樹脂 一括 反り 基板 止 ゲート キャビティ 上 記 注入 生産 貫通 配線 , H01L
2016025199A , パッケージ 半導体 端子 d デジタル h k tdg s アナログ 方向 pana 設ける 回路 pdg パッド 辺 クロス トーク ana , H01L
2016025202A , 半導体 封 c 残部 寄り 細い 片 削る 根元 樹脂 幅 部長 支持 チップ センシング w 部位 e 突出 lz , H01L
2016025203A , 半導体 分子 芳香 用材 発光 有機 骨格 合 トランジスタ オリゴマー 繰り返し 縮 環 窒素 組成 y 原子 デバイス 膜 アニール , H01L
2016025204A , 半導体 構造 赤 ダイオード 光 フォト 以下 コンクリート m 検査 受光 基板 素子 波長 バンド 感度 メサ 感応 ギャップ μ , H01L
2016025205A , 半導体 包含 電極 工程 対向 滴下 接触 溶液 極性 帯びる 素子 基板 滴 磁気 準備 液 分散 磁場 実装 光学 , H01L
2016025206A , 有機 ホウ素 液体 化合 速める 含有 加工 シリコン 方法 アルカリ性 良好 基板 割合 水 速度 エッチング 前記 組成 質量 , H01L
2016025207A , 封 止 工程 電極 縮む 部材 樹脂 固定 基板 両方 電子 片面 突起 パターン 製造 ビア 部品 止す 板 配線 , H01L
2016025208A , 熱源 電子 電気 隔てる 電極 切り替わる 経路 抵抗 コレクタ エネルギー 熱 素子 負荷 通電 発電 エミッタ スイッチ 状態 捕獲 配線 , H01L
2016025209A , 満たす 表す 項 発光 励起 f 最低 材料 位 有機 式 エネルギー 蛍光 ホスト h 遅延 前記 es d , H01L
2016025210A , パッケージ 上 落とす 型 樹脂 アウト 下降 成形 進入 ローダ 基板 上部 ブラシ バリ 圧縮 吸引 掻く 下 機構 クリーニング , H01L
2016025212A , 封 パッケージ 止 到達 電極 樹脂 シールド 電子 前記 金 基板 形成 穴 表面 ビア パッド 部品 溝 工程 下溝 , H01L
2016025213A , 開口 半導体 保護 ウェット マスク 電極 反射 光 方向 透 p 形成 両端 成長 延伸 パッド 積層 エッチング 膜 断続 , H01L
2016025214A , 変調 複雑 蓄積 構造 以下 cm 以上 トレンチ 抵抗 広い m オン igbt 難しい キャリア 耐圧 ホール μ ドリフト ゲート , H01L
2016025219A , 大気 異物 突出 処理 出没 施す チャンバ 置 ステージ 載る 減圧 付着 sm 組み付ける 対象 噴射 ガス 開放 上面 真空 , H01L
2016025224A , 予定 ずれ 分割 最寄り 加工 送る 送り ライン 露出 キー 補正 距離 割り出す 登録 割り出し パターン 溝 切削 パッケージウェーハ ステップ , H01L
2016025226A , 絶縁 取り囲む 発光 キャビティ 反射 周囲 湾曲 平行 向かう 表面 素子 接線 側 離れる 接続 点 実装 任意 膜 端子 , H01L
2016025230A , 行う 判断 不要 処理 工程 否 型 接触 必要 接着 特性 リリース 基板 場合 低減 形成 プリント 生産 イン パターン , H01L
2016025231A , シート 太陽 有す 基 上記 配置 遮光 設ける 発電 施す 透過 受光 意匠 電池 領域 均一 現象 スポット 任意 ホット , H01L
2016025233A , 過程 構造 処理 工程 検出 乾燥 判断 収容 基板 保持 除去 物質 昇華 充填 終点 適切 , H01L
2016025234A , パッケージ 補強 二つ led 搭載 フレーム リード 隣接 ダイパッド 素子 r 外側 領域 角 離間 連結 破損 , H01L
2016025235A , 封 太陽 有す 止 上記 パネル 加工 フレキシブル 発明 一部 目的 モジュール 達成 重なる 良好 素子 電池 隣接 セル 曲げる , H01L
2016025236A , 半導体 アノード 取り巻く 外周 耐 到達 回復 捉 型 われる n 阻止 主面 構造 耐圧 領域 他方 一方 限界 カソード , H01L
2016025237A , 圧し 絶縁 工程 電極 電力 トランジスタ 揃える 接合 測る 還流 基板 チップ 箔 塑性 ハンダ ドレイン ダイオード 導体 バンプ カソード , H01L
2016025238A , 仕切る 間隙 向上 処理 搬送 外周 特性 空間 支持 膜 スループット パーティクル 基板 供給 パージ 均一 仕切 突出 前記 ガス , H01L
2016025239A , 表面積 絶縁 電子 電気 電極 切 強度 外部 接続 欠く 増える 主面 基板 回路 在す 接合 実装 溝 溝部 配線 , H01L
2016025240A , 分岐 金 樹脂 流入 スプルー 充填 用金 フレーム リード 多面 成形 w スプルーランナー 射出 ランナー ms v u 等角 θ , H01L
2016025241A , 半導体 内部 ルミネッセンス 工程 欠陥 測定 不良 エピタキシャルウエハ 素子 座標 励起 不純 s 炭化 フォトルミネッセンス 耐圧 決定 フォト 珪素 不純物 , H01L
2016025242A , 半導体 透過 ウエハ nm 以下 光 光源 部材 チャンバ 反り センサ 外部 窓 構成 変位 戻る 加熱 測定 通過 赤 , H01L
2016025243A , 容器 技術 搬入 駆動 搬送 膜質 設ける 設置 分離 至る 成 薄膜 基板 機構 経路 並べる 順番 内外 搬出 膜 , H01L
2016025244A , 半導体 パッケージ 素子 外部 貼る フレーム リード 裏面 めっき 前記 ボンディング 付ける 露出 接続 表面 フィルム ワイヤボンディング 側面 実装 端子 , H01L
2016025246A , 積層 b 好ましい nm 有機 以上 回数 交互 バイアス 薄膜 繰り返し 金属 成 ストレス 厚み ゲート 表面 酸化 膜 耐性 , H01L
2016025247A , 縁 太陽 発揮 被覆 領域 枠 以内 設ける モジュール 受光 意匠 表面 電池 表側 覆う y x 明度 層 取り除く , H01L
2016025248A , 変換 太陽 分割 両者 wa 電極 透明 光 建屋 裏面 基板 侵入 極端 電池 来す 開発 セル 単体 積層 溝 , H01L
2016025249A , シート 太陽 拡散 低下 背面 単位 全体 生じる 導く アンバランス 複数 パネル 電池 抑える 領域 出力 絵柄 レンズ 複合 , H01L
2016025250A , 半導体 絶縁 c b 隣接 電極 工程 境界 分離 印加 ウエハ 有する 素子 放電 形成 製造 通電 切断 方法 電位 , H01L
2016025253A , a 変換 b 外接 凹凸 円 内接 光源 部材 φ 配 マクロ プロファイル 輪郭 径 比 in out 求める 出光 , H01L
2016025254A , プラズマ 高周波 電源 電極 切替 機構 プロセス チャンバ 導入 イオン化 素子 基板 mhz 間接 処理 周波 電圧 交互 精密 ガス , H01L
2016025255A , 半導体 絶縁 実施 形態 一つ 達する 対向 目的 素子 有する 向かう よる 分離 形成 領域 貫通 平面 取り囲む 厚 膜 , H01L
2016025256A , 半導体 デラフォサイト 放熱 構造 結晶 主成分 p 酸化 特性 n sic gan 耐圧 オキシカルコゲナイド ロジウム 晶 六方 無機 コランダム 硫化 , H01L
2016025258A , 大気 不揮発 作製 必須 電極 室温 メモリ トンネル 素子 バリア 誘電 揮発 安定 金属 強 一様 変化 酸化 抵抗 土 , H01L
2016025259A , 分ける 不要 パーティクル 中心 制御 除去 付着 接触 圧力 洗浄液 基板 保持 ブラシ 処理 供給 性能 周縁 押 領域 , H01L
2016025260A , ワイヤーソー 位置付ける 禁止 ゲージ 工程 初期 高い 仕上げ 後 厚み 研削 砥石 w 準備 回転 スライス 測定 ウエーハ 上面 高速 , H01L
2016025261A , 実施 配置 上記 電極 撮像 リセット フォト トランジスタ 短縮 距離 受光 形態 埋め込む 分離 画素 隣接 離れる 感度 エミッタ 撮影 , H01L
2016025262A , 行う リアクタント 化学 回数 元素 同士 膜 成 基板 供給 サイクル 結合 生産 工程 原料 炭素 , H01L
2016025263A , ステンレス 太陽 硬い ビッカース 座 以上 シワ 屈 以下 hv 基板 成 ツー 電池 箔 cr フェライト ロール 通 膜 , H01L
